AD;Vila;42.53176;1.56654;03;1318;Europe/Andorra
AD;Soldeu;42.57688;1.66769;02;1832;Europe/Andorra
AD;Sispony;42.53368;1.51613;04;1315;Europe/Andorra
AD;El Tarter;42.57952;1.65362;02;1721;Europe/Andorra
AD;Sant Julià de Lòria;42.46372;1.49129;06;921;Europe/Andorra
AD;Pas de la Casa;42.54277;1.73361;03;2106;Europe/Andorra
AD;Ordino;42.55623;1.53319;05;1296;Europe/Andorra
AD;les Escaldes;42.50729;1.53414;08;1033;Europe/Andorra
AD;la Massana;42.54499;1.51483;04;1245;Europe/Andorra
AD;l'Aldosa;42.54391;1.52289;04;1296;Europe/Andorra
AD;Encamp;42.53474;1.58014;03;1257;Europe/Andorra
AD;Canillo;42.5676;1.59756;02;1561;Europe/Andorra
AD;Arinsal;42.57205;1.48453;04;1465;Europe/Andorra
AD;Anyós;42.53465;1.5251;04;1299;Europe/Andorra
AD;Andorra la Vella;42.50779;1.52109;07;1037;Europe/Andorra
AD;Aixirivall;42.46245;1.50209;06;1169;Europe/Andorra
AE;Warīsān;25.16744;55.40708;03;12;Asia/Dubai
AE;Umm Suqaym;25.15491;55.21015;03;1;Asia/Dubai
AE;Umm Al Quwain City;25.56473;55.55517;07;2;Asia/Dubai
AE;Ar Rāshidīyah;25.22499;55.38947;03;10;Asia/Dubai
AE;Ras Al Khaimah City;25.78953;55.9432;05;2;Asia/Dubai
AE;Muzayri‘;23.14355;53.7881;01;123;Asia/Dubai
AE;Murbaḩ;25.27623;56.36256;06;15;Asia/Dubai
AE;Maşfūţ;24.81089;56.10657;02;334;Asia/Dubai
AE;Zayed City;23.65416;53.70522;01;118;Asia/Dubai
AE;Khawr Fakkān;25.33132;56.34199;06;20;Asia/Dubai
AE;Kalbā;25.0513;56.35422;06;15;Asia/Dubai
AE;Jumayrā;25.20795;55.24969;03;5;Asia/Dubai
AE;Al Jazīrah al Ḩamrā’;25.7091;55.80772;05;3;Asia/Dubai
AE;Dubai;25.07725;55.30927;03;24;Asia/Dubai
AE;Dibba Al-Fujairah;25.59246;56.26176;04;16;Asia/Dubai
AE;Dibba Al-Hisn;25.61955;56.27291;04;4;Asia/Dubai
AE;Dayrah;25.27143;55.30207;03;10;Asia/Dubai
AE;Sharjah;25.33737;55.41206;06;6;Asia/Dubai
AE;Ash Sha‘m;26.0279;56.08352;05;5;Asia/Dubai
AE;Ar Ruways;24.11028;52.73056;01;16;Asia/Dubai
AE;Al Manāmah;25.3299;56.02188;02;213;Asia/Dubai
AE;Al Ḩamrīyah;25.47819;55.53377;06;8;Asia/Dubai
AE;Ḩattā;24.80073;56.12726;03;331;Asia/Dubai
AE;Al Fujairah City;25.11641;56.34141;04;15;Asia/Dubai
AE;Al Ain City;24.19167;55.76056;01;275;Asia/Dubai
AE;Ajman City;25.40177;55.47878;02;2;Asia/Dubai
AE;Adh Dhayd;25.28812;55.88157;06;114;Asia/Dubai
AE;Abu Dhabi;24.45118;54.39696;01;6;Asia/Dubai
AE;Abū Hayl;25.28413;55.33153;03;3;Asia/Dubai
AE;As Saţwah;25.22192;55.27459;03;9;Asia/Dubai
AE;Margham;24.89952;55.62545;03;192;Asia/Dubai
AE;Nadd al Ḩumr;25.20131;55.38388;03;10;Asia/Dubai
AE;Al Lusaylī;24.93138;55.47531;03;116;Asia/Dubai
AE;Suwayḩān;24.46235;55.33715;01;147;Asia/Dubai
AE;Al Ḩamīdīyah;25.40001;55.52925;02;15;Asia/Dubai
AE;Al Waheda;25.29173;55.33822;03;-1;Asia/Dubai
AE;Al Twar First;25.27148;55.36165;03;2;Asia/Dubai
AE;AL Twar Second;25.26309;55.38028;03;4;Asia/Dubai
AE;Al Qusais Second;25.27148;55.38603;03;8;Asia/Dubai
AE;Al Karama;25.24004;55.30106;03;4;Asia/Dubai
AE;Al Hudaiba;25.24151;55.27805;03;3;Asia/Dubai
AE;Knowledge Village;25.10223;55.16433;03;-3;Asia/Dubai
AE;The Palm Jumeirah;25.11607;55.13506;03;-9999;Asia/Dubai
AE;Za'abeel;25.22536;55.305;03;10;Asia/Dubai
AE;Oud Metha;25.23685;55.31419;03;3;Asia/Dubai
AE;Bur Dubai;25.26038;55.29891;03;11;Asia/Dubai
AE;Khalifah A City;24.42588;54.605;01;0;Asia/Dubai
AE;Shakhbout City;24.36727;54.63721;01;5;Asia/Dubai
AE;Mirdif;25.22443;55.41412;03;24;Asia/Dubai
AE;Hawr al ‘Anz;25.27744;55.33675;03;5;Asia/Dubai
AE;Mankhūl;25.24612;55.29222;03;0;Asia/Dubai
AE;Būr Sa‘īd;25.261;55.33016;03;3;Asia/Dubai
AE;Nāyf;25.27139;55.30323;03;9;Asia/Dubai
AE;Al Murar al Qadīm;25.27576;55.30738;03;8;Asia/Dubai
AE;Ar Riqqah;25.26797;55.31272;03;7;Asia/Dubai
AE;Al Warqaa;25.19272;55.42013;03;29;Asia/Dubai
AE;International City;25.16383;55.40987;03;15;Asia/Dubai
AE;Dubai Marina;25.08525;55.14646;03;-9;Asia/Dubai
AE;Dubai Sports City;25.03878;55.21725;03;23;Asia/Dubai
AE;Dubai Internet City;25.09538;55.16171;03;-9;Asia/Dubai
AE;Al Sufouh;25.12015;55.18285;03;4;Asia/Dubai
AE;Al Safa;25.17047;55.23336;03;0;Asia/Dubai
AE;Ar Rumaylah;25.40338;55.4334;02;2;Asia/Dubai
AE;Mushayrif;25.40977;55.47106;02;5;Asia/Dubai
AE;Al Jurf;25.41814;55.50791;02;6;Asia/Dubai
AE;Al Majaz;25.32354;55.38774;06;10;Asia/Dubai
AE;As Saţwah Sharq;25.23796;55.28678;03;3;Asia/Dubai
AE;Dubai Festival City;25.22177;55.35733;03;4;Asia/Dubai
AE;Dubai International Financial Centre;25.2106;55.27787;03;7;Asia/Dubai
AE;Downtown Dubai;25.19408;55.2781;03;0;Asia/Dubai
AE;Dubai Investments Park;25.00827;55.15682;03;5;Asia/Dubai
AE;Jebel Ali;25.00255;55.10811;03;5;Asia/Dubai
AE;Bani Yas City;24.30978;54.62944;01;14;Asia/Dubai
AE;Musaffah;24.35893;54.48267;01;7;Asia/Dubai
AE;Al Shamkhah City;24.39268;54.70779;01;34;Asia/Dubai
AE;Reef Al Fujairah City;25.14479;56.24764;04;129;Asia/Dubai
AE;Al Wiqan;23.75355;55.32739;01;156;Asia/Dubai
AE;Al'Arad;23.8472;55.52719;01;208;Asia/Dubai
AE;Al Araad;23.86471;55.52341;01;181;Asia/Dubai
AE;Al Faqaa;24.71242;55.67048;01;258;Asia/Dubai
AE;Sha'biyyat Al Hiyar;24.58889;55.74416;01;291;Asia/Dubai
AE;Sha'biyyat Milе̄hah;25.13518;55.8843;06;148;Asia/Dubai
AE;Umm Al Sheif;25.13227;55.20567;03;21;Asia/Dubai
AE;Al Bada'a;25.22462;55.26888;03;11;Asia/Dubai
AE;Al Muteena;25.27375;55.32265;03;20;Asia/Dubai
AE;Al Mizhar First;25.24805;55.44128;03;24;Asia/Dubai
AE;Al Mizhar Second;25.24332;55.4619;03;34;Asia/Dubai
AE;Dubai Silicon Oasis;25.11985;55.38718;03;11;Asia/Dubai
AE;Dubai Motor City;25.04593;55.24102;03;30;Asia/Dubai
AE;DAMAC Hills;25.02924;55.25277;03;14;Asia/Dubai
AE;Al Furjan;25.02651;55.14565;03;16;Asia/Dubai
AE;Business Bay;25.18544;55.26969;03;16;Asia/Dubai
AE;Al Qusais 1;25.27925;55.36995;03;11;Asia/Dubai
AE;Al Twar 3;25.25159;55.39408;03;15;Asia/Dubai
AE;Al Khabaisi;25.26628;55.33379;03;16;Asia/Dubai
AE;Al Khawaneej 1;25.24882;55.48545;03;42;Asia/Dubai
AE;Halwan;25.34586;55.42165;06;16;Asia/Dubai
AE;Al Sajaah;25.31532;55.63211;06;67;Asia/Dubai
AE;Lahbab;25.03763;55.59135;03;125;Asia/Dubai
AE;Al Madam;24.97355;55.77781;06;172;Asia/Dubai
AE;Al Raafah;25.55073;55.68619;07;28;Asia/Dubai
AE;Mohammed Bin Zayed City;24.34794;54.55368;01;3;Asia/Dubai
AE;Masdar City;24.43208;54.61582;01;1;Asia/Dubai
AF;Zōr Kōṯ;33.54149;69.73446;37;1845;Asia/Kabul
AF;Wulêswālī Bihsūd;34.3436;67.90567;27;2960;Asia/Kabul
AF;Kuhsān;34.65389;61.19778;11;740;Asia/Kabul
AF;Lāsh;35.3782;64.77457;07;1927;Asia/Kabul
AF;Tukzār;35.94831;66.42132;33;1210;Asia/Kabul
AF;Bati;34.24348;70.72855;18;574;Asia/Kabul
AF;Mīray;33.32462;68.44068;08;2077;Asia/Kabul
AF;Āq Kupruk;36.08352;66.84029;30;719;Asia/Kabul
AF;Zurmat;33.43778;69.02774;36;2150;Asia/Kabul
AF;Zaybāk;36.52947;71.3441;01;2616;Asia/Kabul
AF;Zīārat-e Shāh Maqşūd;31.9848;65.4736;23;1577;Asia/Kabul
AF;Zindah Jān;34.34264;61.74675;11;834;Asia/Kabul
AF;Zarghūn Shahr;32.84734;68.44573;29;2120;Asia/Kabul
AF;Zaṟah Sharan;33.14641;68.79213;29;2154;Asia/Kabul
AF;Zaranj;30.95962;61.86037;19;489;Asia/Kabul
AF;Zamtō Kêlay;32.3726;66.17708;23;1925;Asia/Kabul
AF;Yangī Qal‘ah;37.46572;69.61131;26;471;Asia/Kabul
AF;Bāzār-e Yakāwlang;34.73525;66.97379;05;2585;Asia/Kabul
AF;Yaḩyá Khēl;32.93742;68.64622;29;2136;Asia/Kabul
AF;Wāshēr;32.25122;63.85553;10;1175;Asia/Kabul
AF;Tōrmay;33.68847;68.40205;08;2296;Asia/Kabul
AF;Tūlak;33.97509;63.72868;09;2275;Asia/Kabul
AF;Tītān;33.69032;63.86361;09;2194;Asia/Kabul
AF;Tīr Pul;34.59431;61.26895;11;751;Asia/Kabul
AF;Taywarah;33.52118;64.42116;09;2160;Asia/Kabul
AF;Bāzār-e Tashkān;36.88168;70.27674;01;1285;Asia/Kabul
AF;Tarinkot;32.62998;65.87806;39;1325;Asia/Kabul
AF;Taloqan;36.73605;69.53451;26;801;Asia/Kabul
AF;Tagāw-Bāy;35.69941;66.06164;33;1666;Asia/Kabul
AF;Tagāb;34.85501;69.64917;14;1335;Asia/Kabul
AF;Markaz-e Ḩukūmat-e Sulţān-e Bakwāh;32.24139;62.94936;06;724;Asia/Kabul
AF;Spīn Bōldak;31.00575;66.40001;23;1218;Asia/Kabul
AF;Spērah;33.20204;69.5152;37;1743;Asia/Kabul
AF;Sōzmah Qal‘ah;36.09916;66.20823;33;870;Asia/Kabul
AF;Siyāhgird;35.00553;68.85578;40;1878;Asia/Kabul
AF;S̲h̲ēwah;34.57169;70.58859;18;602;Asia/Kabul
AF;Shīnḏanḏ;33.30294;62.1474;11;1071;Asia/Kabul
AF;Shaykh Amīr Kêlay;33.28744;69.91283;37;1207;Asia/Kabul
AF;Qāshqāl;35.03975;69.00685;40;1733;Asia/Kabul
AF;Shibirghān;36.66757;65.7529;31;360;Asia/Kabul
AF;Shwāk;33.42386;69.37684;36;2300;Asia/Kabul
AF;Shahr-e Şafā;31.80347;66.32376;28;1257;Asia/Kabul
AF;Shahrān;36.97984;70.73928;01;2093;Asia/Kabul
AF;Shahrak;34.10737;64.3052;09;2357;Asia/Kabul
AF;‘Alāqahdārī Shāh Jōy;32.52154;67.41315;28;1865;Asia/Kabul
AF;Wulêswālī Sayyid Karam;33.69056;69.36881;36;2458;Asia/Kabul
AF;Markaz-e Sayyidābād;34.00037;68.71346;27;2113;Asia/Kabul
AF;Şayād;36.13529;65.8297;33;946;Asia/Kabul
AF;Sidqābād;35.02298;69.35112;14;1486;Asia/Kabul
AF;Sāyagaz;32.56521;67.03324;28;1673;Asia/Kabul
AF;Sar-e Tayghān;33.50998;65.67632;41;1423;Asia/Kabul
AF;Sarōbī;34.58962;69.76005;13;987;Asia/Kabul
AF;Sar Kāṉī;34.79023;71.10962;34;792;Asia/Kabul
AF;Sarfirāz Kalā;32.98333;67.96517;08;2106;Asia/Kabul
AF;Sar-e Pul;36.21544;65.93249;33;636;Asia/Kabul
AF;Sar Chakān;35.70177;65.23055;07;1348;Asia/Kabul
AF;Sangīn;32.07275;64.8359;10;885;Asia/Kabul
AF;Sang-e Māshah;33.1396;67.44046;08;2484;Asia/Kabul
AF;Sang-e Chārak;35.84972;66.43694;33;1483;Asia/Kabul
AF;Sang Atesh;35.248;63.0044;02;634;Asia/Kabul
AF;Sangar Sarāy;34.40744;70.63937;18;517;Asia/Kabul
AF;Aībak;36.26468;68.01551;32;969;Asia/Kabul
AF;Rū-ye Sang;35.31999;67.63387;05;1751;Asia/Kabul
AF;Rūdbār;30.15;62.6;19;556;Asia/Kabul
AF;Rustāq;37.12604;69.83045;26;1314;Asia/Kabul
AF;Rabāţ-e Sangī-ye Pā’īn;34.79951;62.13917;11;1192;Asia/Kabul
AF;Rāmak;33.52234;68.6264;08;2183;Asia/Kabul
AF;Qurghān;36.91939;65.0649;07;312;Asia/Kabul
AF;Quchanghī;34.06183;66.27801;41;2456;Asia/Kabul
AF;Qaīşār;35.68747;64.29318;07;1258;Asia/Kabul
AF;Qarqīn;37.41853;66.04358;31;263;Asia/Kabul
AF;Qarghah’ī;34.55402;70.24292;35;659;Asia/Kabul
AF;Qarchī Gak;37.03999;66.78891;30;306;Asia/Kabul
AF;Qarāwul;37.21959;68.7802;24;337;Asia/Kabul
AF;Qarah Bāgh;34.94023;61.77589;11;952;Asia/Kabul
AF;Qarah Bāgh;33.19801;68.10798;08;2089;Asia/Kabul
AF;Qala i Naw;34.98735;63.12891;02;887;Asia/Kabul
AF;Qal‘ah-ye Kūf;38.04119;70.47298;01;1383;Asia/Kabul
AF;Qal‘ah-ye Kuhnah;32.61591;63.66681;06;1429;Asia/Kabul
AF;Qal‘ah-ye Shahr;35.54729;65.5676;33;2136;Asia/Kabul
AF;Qalāt;32.10575;66.90833;28;1568;Asia/Kabul
AF;Qal‘ah-ye Shāhī;34.64921;70.5914;18;894;Asia/Kabul
AF;Qādis;34.8085;63.43003;02;1300;Asia/Kabul
AF;Pārūn;35.42064;70.92261;38;2756;Asia/Kabul
AF;Pul-e Khumrī;35.94458;68.71512;03;638;Asia/Kabul
AF;Pul-e ‘Alam;33.99529;69.02274;17;1921;Asia/Kabul
AF;Pasnay;35.76664;65.76486;33;1759;Asia/Kabul
AF;Pāshmūl;31.5572;65.4343;23;946;Asia/Kabul
AF;Pasāband;33.68956;64.8531;09;2468;Asia/Kabul
